רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
נתניה,מגרש כדורגל - לא תקני,קטרגל/כדוריד,נאות שקד,אלנקווה,,עיריית נתניה,09-8609777,1995,רמב'ם,32.29440987,34.8491268
נתניה,מתקן פתוח לכושר גופני,קריית השרון,,הברוש,7,עיריית נתניה,,,,32.29908035,34.87550293
נתניה,מתקן פתוח לכושר גופני,רחוב אשר,קרית השרון,אשר,5,עיריית נתניה,09-8609777,2007,,32.29912225,34.87085244
נתניה,אולם ספורט בינוני – 32x19 מ',ריגלר אולם ספורט כ.סל,גלי ים,אלכסנדרוני,,עיריית נתניה,09-8609777,2002,ריגלר,32.30118101,34.85195647
נתניה,מכון לכושר גופני,שדרות ניצה,ליד מלון גליל,שדרות ניצה,28,עיריית נתניה,,,,32.34008405,34.8523793
נתניה,מתקן פתוח לכושר גופני,שטקליס,,ד'ר יהודה פרח,12,עיריית נתניה,,2017,,32.30370649,34.87209916
נתניה,אולם ספורט בינוני – 32x19 מ',שי עגנון אולם כ.סל,נאות הרצל,שפינוזה,1,עיריית נתניה,09-8609777,2001,שי עגנון,32.34054486,34.87267623
נתניה,מתקן פתוח לכושר גופני,שלולית,,שד' אגמים,13,עיריית נתניה,,2006,,32.29129206,34.84357603
נתניה,מתקן פתוח לכושר גופני,שלולית החורף מזרחי,,שד' בן גוריון,143,עיריית נתניה,,2006,,32.29129206,34.84357603
נתניה,מתקן פתוח לכושר גופני,שלולית החורף מערבי,,שד' בן גוריון,143,עיריית נתניה,09-8609777,2006,,32.29129206,34.84357603
נתניה,אולם ספורט בינוני – 32x19 מ',שרת אולם ספורט כ.סל,מרכז צפון,זילבר 14 פרדס הגדוד,,עיריית נתניה,09-8609777,1995,שרת,32.34355942,34.86689726
נתניה,מתקן פתוח לכושר גופני,תיכון בר אילן בנות,סלע,עולי הגרדום,10,עיריית נתניה,,,,32.32671224,34.86601458
נתניה,מתקן פתוח לכושר גופני,תיכון בר אילן בנים,סלע,גליקסון,28,עיריית נתניה,,,,32.32947818,34.8684683
נתניה,מתקן פתוח לכושר גופני,תיכון שרת,,ג'ילבר פייר,14,עיריית נתניה,,,,32.3433496,34.86599514
נתניה,מתקן פתוח לכושר גופני,תמר אריאל,רמת ידין,סיני,1,עיריית נתניה,09-8609777,2008,שפירא,32.29329164,34.8588559
סאג'ור,מגרש ספורט במידות אחרות – לא תקני,מגרש משולב,,,,מועצה מקומית סאג'ור,052753618,2002,בית ספר חט'ב ותיכון,32.94205246,35.35214409
סאג'ור,אולם ספורט בינוני – 32x19 מ',אולם בית הספר היסודי,,,,מועצה מקומית,052753618,1980,ב''ס יסודי,32.94064772,35.34262475
סאג'ור,אולם ספורט בינוני – 32x19 מ',אולם בית ספר תיכון,,,,מועצה מקומית סאג'ור,052753618,2004,תיכון וחוגי כדורסל ורשת של מחלקת הספורט,32.94198932,35.35216537
סאג'ור,מגרש כדורגל – 45X90 מ',מגרש כדור רגל,,,,מועצה מקומית,052753618,1998,לא,32.93938561,35.34240892
סאג'ור,מגרש כדורסל – 19X32 מ',מגרש משולב,,,,מועצה מקומית,052753618,1988,מרכז קהילתי ומחלקת ספורט,32.9405579,35.34230381
סאג'ור,מגרש כדורגל - לא תקני,מגרש משולב יסודי,,,,מועצה מקומית סאג'ור,052753618,1970,בית ספר יסודי,32.93879403,35.3391787
סביון,אולם ספורט גדול - 45X24 מ',"אולם כדור יד בי,ס סביון",,סימטת היובל,4,מועצה,050-5744048,2004,סביון,32.04469384,34.87772903
סביון,אולם ספורט בינוני – 32x19 מ',אולם כדורסל בי'ס סביון,,סימטת היובל,4,מועצה,050-5744048,1969,סביון,32.04469247,34.87719965
סביון,מכון לכושר גופני,אולם כדורסל בי'ס סביון,,סימטת היובל,4,מועצה,050-5744048,1999,סביון,32.04469247,34.87719965
סביון,מגרש ספורט במידות אחרות – לא תקני,גן שלווה,,שלווה,12,מועצה מקומית סביון,,2014,,32.04256979,34.88647126
סביון,מגרש ספורט משולב – 43X32 מ',מגרש אדום בי'ס סביון,,גן השקמים,א 2,מועצה,050-5744048,1995,סביון,32.04505319,34.87719837
סביון,מגרש כדורגל - לא תקני,מגרש כדורגל סביון,,גן השקמים,א 2,מועצה,050-5744048,1958,סביון,32.04487091,34.87645787
סביון,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש שח מט סביון,,השקמה,8,מועצה,050-5744048,1969,סביון,32.04811489,34.87549337
סביון,מגרש טניס,מועדון קאנטרי סביון,,המועדון,1,פרטי,,1950,סביון,32.0499234,34.8773928
סביון,בריכת שחיה - 25X12.5 מ',מועדון קאנטרי סביון,,המועדון,1,פרטי,,1950,סביון,32.05073719,34.87823698
סביון,מתקן פתוח לכושר גופני,מתקני ספורט,גני יהודה,ככר העשור,,מועצה,050-5744048,1969,סביון,32.04198189,34.87519769
סביון,מתקן פתוח לכושר גופני,מתקני ספורט,,השקמה,8,מועצה,050-5744048,1969,סביון,32.04811489,34.87549337
סח'נין,אולם ספורט בינוני – 32x19 מ',אולם ספורט,אלברכה,ליד בניין העירייה החדש,,המחלקה לספורט-עירייה,052-8901452,2008,כן,32.85962347,35.30371781
סח'נין,מגרש כדורגל – 45X90 מ',אימונים סנטטי,אזור התעשיה,ליד אצטדיון דוחא,,המחלקה לספורט-עירייה,052-8901452,2009,כן,32.86683216,35.30960226
סח'נין,אצטדיון כדורגל – 105X70 מ',אצטדיון דוחא,אזור התעשיה,דוחא,,עיריית סכנין,04-6788800,2005,,32.86638042,35.31067016
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס חט'ב אלחלאן,שכונת אלחלאן,,,עיריית סכנין +חט'ב אלחלאן,04-6741620,1999,בי'ס חט'ב אלחלאן,32.85918938,35.27967948
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס חט'ב טאהא חוסין,,,,עיריית סכנין +בי'ס טאהא,04-6741375,2005,חט'ב טאהא חוסין,32.86818949,35.30372735
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס יסודי אלגדיר,שכונת קסום,,,עיריית סכנין+בי'ס אלגדיר,04-6745569,2004,בי'ס יסודי אלגדיער,32.87179832,35.30106012
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס יסודי אלמותנבי,שכונת אלבלאנה,,,עיריית סכנין +יסודי אלמותנבי,,2009,בי'ס יסודי אלמותנבי,32.86502466,35.31440801
סח'נין,מגרש כדורסל – 19X32 מ',מגרש בי'ס יסודי אלנגאח,שכונת אלחזין,,,עיריית סכנין +בי'סאלנגאח,04-6141454,1987,בי'ס יסודי אלנגאח,32.86820153,35.28716628
סח'נין,מגרש כדורסל – 19X32 מ',מגרש בי'ס יסודי אלספא,שכונת ואדי אלספא,,,עיריית סכנין+בי'ס אלספא,04-6743129,2004,בי'ס יסודי אלפא,32.85872591,35.2983751
סח'נין,מגרש כדורסל – 19X32 מ',מגרש בי'ס יסודי אלעין,שכונת ואדי אלעין,,,עיריית סכנין +בי'ס אלעין,04-671651,2005,בי'ס יסודי אלעין,32.8560078,35.31439689
סח'נין,מגרש כדורסל – 19X32 מ',מגרש בי'ס תיכון אלחכמה,שכונת אלבלאנה,,,עיריית סכנין +תיכון אלחכמה,04-6744250,2002,בי'ס תיכון אלחכמה,32.86277045,35.31440523
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס תיכון אלחכמה,שכונת אלבלאנה,,,עיריית סכנין +תיכון אלחכמה,04-6744250,1984,בי'ס תיכוןם אלחכמה,32.86277045,35.31440523
סח'נין,מגרש טניס,מגרש טניס בי'ס יסודי אלגדיר,בי'ס יסודי אלגדיר,שכונת קסום,,עיריית סכנין+בי'ס אלגדיר,04-6745569,2008,בי'ס יסודי אלגדיר,32.87179832,35.30106012
סח'נין,מגרש ספורט משולב – 43X32 מ',מגרש כדור סל,בי'ס יסודי אלסלאם,,,עיריית סכנין+בי'ס אלסלאם,04-6788800,1982,בי'ס יסודי אלסלאם,32.86278146,35.30105035
סח'נין,מגרש מיני פיץ',מגרש מיני פיץ בי'ס תיכון אלחכמהס,שכונת אלבלאנה,,,עיריית סכנין +תיכון אלחכמה,04-6744250,2007,בי'ס תיכוןם אלחכמה,32.86277045,35.31440523
סח'נין,מגרש כדורסל – 19X32 מ',מגרש מקורה חט'ב אלחלאן,שכונת אלחלאן,,,עיריית סכנין חט'ב אלחלאן,04-6741620,2000,בי'ס חט'ב אלחלאן,32.85918938,35.27967948
סח'נין,בריכת שחיה - 25X12.5 מ',מרכז ספורט סכנין,כביש ראשי סחנין עראבה,,,בדארנה סובחי,04-6747855,1995,,32.85826341,35.31279717
סח'נין,מכון לכושר גופני,מרכז ספורט סכנין,כביש ראשי סחנין עראבה,,,בדארנה סובחי,04-6747855,1955,,32.85826341,35.31279717
סח'נין,בריכת שחיה - 25X12.5 מ',קנטרי סכנין,שכונת אלמוסרארה,,,אבו סאלח מוחמד,052-8499779,2005,,32.86278146,35.30105035
סח'נין,מתקן פתוח לכושר גופני,קנטרי סכנין,שכונת אלמוסרארה,,,אבו סאלח מוחמד,052-8499779,2005,,32.86278146,35.30105035
ע'ג'ר,מגרש כדורסל – 19X32 מ',מגרש בתי ספר,במתחם בית הספר,במתחם בתי הספאר,,מ.מ.עג'ר,057-5536028,1996,,31.6620908,35.14057056
ע'ג'ר,מגרש כדורגל – 45X90 מ',מגרש כדור רגל,,כניסה ליישוב,,מ.מ.עג'ר,057-5536028,1998,,31.65731239,35.14352605
ע'ג'ר,מגרש מיני פיץ',מיני פיץ,,ליד המועצה המקומית,,מ.מ.עג'ר,057-5536028,2008,,31.66019798,35.14278609
עומר,מגרש מיני פיץ',מיני פיץ דקל,,דקל,,מועצה מקומית עומר,,2013,,31.27481781,34.85705879
עומר,מגרש כדורגל - לא תקני,אמפיתיאטרון,,תפוז,,הפועל,08-6291177,2009,,31.2657832,34.85135902
עומר,מתקן פתוח לכושר גופני,אמפיתיאטרון,,תפוז,,,08-6291111,2009,,31.2657832,34.85135902
עומר,אצטדיון כדורגל – 105X70 מ',אצטדיון עם חומה היקפית- פתוח,,תפוז,,מועצה+הפועל,08-6900177,1983,ביה'ס עומרים,31.26421581,34.8553652
עומר,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",אצטדיון עם חומה היקפית- פתוח,,תפוז,,מועצה+הפועל,08-6291177,1983,ביה'ס עומרים,31.26421581,34.8553652
עומר,אולם ספורט קטן – 20x10 מ',ביה'ס עומרים,,רותם,,מועצה+הפועל,08-6291164,1979,ביה'ס עומרים,31.26555267,34.84952242
עומר,בריכת שחיה - 25X12.5 מ',גני עומר,,ארז,,גני עומר,08-6460767,1997,,31.26043166,34.8405018
עומר,מגרש כדורגל - לא תקני,כדור רגל סינטטי גדול,,תפוז,,מועצה מקומית עומר,,2011,כן,31.24106595,34.79780072
עומר,מגרש כדורגל - לא תקני,כדור רגל סינטטי קטן,,הדר,,מועצה מקומית עומר,050300301,2011,כן,31.26337051,34.84968808
עומר,מגרש כדורסל – 19X32 מ',לא תקני,,רקפת,,פתוח,08-6291111,1984,,31.26728224,34.85534341
עומר,מגרש ספורט משולב – 43X32 מ',מול יול'א בעומרים,,רותם,,מועצה+הפועל,08-6469164,2008,ביה'ס עומרים,31.2635273,34.85094744
עומר,בריכת שחיה - 20X50 מ',מועדון כפרי עומר,,רותם,,עמותת מועדון כפרי עומר,08-6469106,1979,תיכון + עומרים,31.2644223,34.84844519
עומר,בריכת שחיה - 25X12.5 מ',מועדון כפרי עומר,,רותם,,עמותת מועדון כפרי עומר,08-6469106,1979,תיכון + עומרים,31.2644223,34.84844519
עומר,מגרש מיני פיץ',מיני פיץ עומרים,,רותם,,מועצה מקומית עומר,050300301,2013,כן,31.26184253,34.84188229
עומר,מגרש מיני פיץ',מיני פיץ פארק חצב,,,,מועצה מקומית עומר,,2013,לא,31.27179252,34.83938714
עומר,אולם ספורט בינוני – 32x19 מ',מרכז פיס קהילתי,,הדר,1,מועצה+הפועל,08-6291177,1986,ביה'ס עומרים,31.26466913,34.84964122
עומר,מגרש טניס,מרכז פיס קהילתי,,הדר,1,מועצה+הפועל,08-6291177,1982,ביה'ס עומרים,31.26466913,34.84964122
עומר,מגרש כדורגל - לא תקני,מרכז פיס קהילתי,,הדר,,מועצה+הפועל,08-6291177,1990,ביה'ס עומרים,31.26466913,34.84964122
עומר,מגרש ספורט משולב – 43X32 מ',מרכז פיס קהילתי,,הדר,1,מועצה+הפועל,08-6291177,2001,ביה'ס עומרים,31.26466913,34.84964122
עומר,מתקן פתוח לכושר גופני,מתקן כושר,,תפוז,,,08-6291111,2009,,31.26801044,34.85780824
עומר,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",ספורטק עומר,,האלה,,מועצה מקומית עומר,050300301,,לעיתים רחוקות,31.26427589,34.85424152
עומר,מגרש כדורסל – 19X32 מ',צופי עומר,,ארז,,צופי עומר,08-6460200/991,2002,,31.26431047,34.8407179
עומר,מתקן פתוח לכושר גופני,רח' הדקל,,דקל,,,08-6291111,2009,,31.27336762,34.85442845
עומר,מגרש טניס,רח' השיטה,,השיטה,,מועצה+הפועל,08-6291177,1981,,31.26068531,34.85059056
עומר,אולם ספורט בינוני – 32x19 מ',תיכון עומר (פארק תעשייה),פארק תעשייה,עומרים,,מועצה+הפועל,08-6900179,1999,תיכון עומר,31.2707768,34.84059859
עומר,מגרש טניס,תיכון עומר (פארק תעשייה),,עומרים,,מועצה+הפועל,08-6900179,1997,תיכון עומר,31.2707768,34.84059859
עומר,מגרש כדורגל - לא תקני,תיכון עומר (פארק תעשייה),,עומרים,,מועצה+הפועל,08-6291177,1997,תיכון עומר,31.2707768,34.84059859
עומר,מגרש ספורט משולב – 43X32 מ',תיכון עומר (פארק תעשייה),,עומרים,,מועצה+הפועל,08-6900179,1997,תיכון עומר,31.2707768,34.84059859
עיילבון,אולם ספורט בינוני – 32x19 מ',אולם ספורט עילבון,מרכז,,,מועצה מקומית עילבון,046785680,1993,בית ספר חט'ב ויסודי עילבון,32.83818089,35.40272784
עיילבון,מגרש כדורגל - לא תקני,מגרש ליד בית ספר תיכון,צפוני,,,מועצה מקומית עיילבון,046785680,2000,,32.84143271,35.39907137
עיילבון,מגרש ספורט במידות אחרות – לא תקני,מגש ליד ביצת ספר תיכון,צפונית,,,מועצה מקומית עיילבון,046785680,2000,תיכון - גמנסיית הגליל הנוצרית,32.84143272,35.39906069
עיילבון,מגרש כדורגל - לא תקני,עילבון,מרכז,,,מועצה מקומית עילבון,046785680,2000,בית ספר חט'ב ויסודי עילבון,32.83863041,35.40356196
עיילבון,מגרש ספורט משולב – 43X32 מ',עילבון,מרכז,,,מועצה מקומית עילבון,046785680,2000,בית ספר חט'ב ויסודי עילבון,32.83863041,35.40356196
עיילבון,מגרש ספורט במידות אחרות – לא תקני,שכונת פואז,פואז,,,מועצה מקומית עיילבון,046785680,2000,,32.83159562,35.39884699
עילוט,אולם ספורט בינוני – 32x19 מ',אולם ספורט עילוט,דרומית-שכונת ההר,,,מ.מ. עילוט,046565115,2006,חט'ב עילוט+תיכון+יסודי ב,32.71411572,35.26142509
עילוט,אצטדיון כדורגל – 105X70 מ',אצטדיון עילוט,כניסה צפונית-עילוט ציפורי,כניסה צפונית ציפורי,,מ.מ. עילוט,046565115,2003,,32.72096665,35.2658029
עילוט,מגרש ספורט במידות אחרות – לא תקני,כדורגל יסודי ב,מערב - שכונת ההר,,,מועצה מקומית עילוט,046565115,2003,בית ספר יסודי ב,32.7143492,35.26351581
עילוט,מגרש כדורסל – 19X32 מ',מגרש יסודי א,עילוט מרכז,בית ספר יסודי -א,,מ.מ. עילוט,046565115,2003,יסודי עילוט א,32.71618882,35.2632397
עילוט,מגרש ספורט במידות אחרות – לא תקני,מגרש יסודי ב,מערב - שכונת ההר,,,מועצה מקומית עילוט,046565115,2003,בית ספר יסודי ב,32.7143492,35.26351581
עילוט,מגרש כדורגל – 45X90 מ',מגרש כדורגל-סינטטי,כניסה צפונית-עילוט ציפורי,כניסה צפונית ציפורי,,מ.מ. עילוט,046565115,2003,,32.72123783,35.26441638
עילוט,מגרש ספורט משולב – 43X32 מ',מגרש משולב,דרומית - שכונת ההר,,,מ.מ. עילוט,046565115,2008,חט'ב עילוט+תיכון+בני ובנות הכפר,32.71411553,35.26185174
עין מאהל,אולם ספורט בינוני – 32x19 מ',אולם ספורט,אלווערה,,,מועצה מקומית,050-9300521,2008,בית ספר מקיף,32.72522668,35.34890551
עין מאהל,אולם ספורט בינוני – 32x19 מ',אולם ספורט,שכונה מזרחית,,,מועצה מקומית עין מאהל,046456159,2018,,32.71991559,35.35656641
עין מאהל,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש דשא סינטטי,שכונה דרומית,,,מועצה מקומית עין מאהל,046456159,2018,,32.71800291,35.35743783
עין מאהל,מגרש כדורגל – 45X90 מ',מגרש כדורגל,אלווערה,,,מועצה מקומית,050-9300521,2008,,32.72522668,35.34890551
עין מאהל,מגרש ספורט משולב – 43X32 מ',מגרש ספורט משולב,שכונה צפונית,,,מועצה מקומית עין מאהל,046456159,,,32.72835525,35.3568261
עין מאהל,מגרש ספורט משולב – 43X32 מ',מגרש ספורט משולב,שכונה מערבית,,,מועצה מקומית עין מאהל,046456159,2016,,32.72202436,35.34999906
עין מאהל,מגרש מיני פיץ',מיני פיץ,אלעברה,,,מועצה מקומית,050-9300521,2008,,32.71846389,35.34889461
עין קנייא,מגרש כדורגל - לא תקני,מגרש כדורגל,,,,מועצה מקומית,052-6763391,1970,ב''ס יסודי,33.2345529,35.72824995
עין קנייא,מגרש כדורסל – 19X32 מ',מגרש כדורסל,,,,מועצה מקומית,052-6763391,1973,ב''ס יסודי,33.23807679,35.726447
עיספיא,אולם ספורט בינוני – 32x19 מ',אולם ספורט תיכון רונסון,,,,עיריית עיספיא,,1992,,32.70472138,35.05972177
עיספיא,אולם ספורט בינוני – 32x19 מ',אולם ספורט חט'ב,שיכון חיילים משוחררים,,,מועצה מקומית,04-8391501,1975,ראיק אבורוכן,32.72098608,35.05790344
עיספיא,אולם ספורט גדול - 45X24 מ',אולם ספורט יסודי פארוק,בתי ספר יסודיים,,,מועצה מקומית,04-8391681,1993,אניס אבו סעדה,32.71666317,35.06249709
עיספיא,אולם ספורט בינוני – 32x19 מ',אולם ספורט ליד בי'ס יסודי א',,,,מועצה מקומית עיספיא,,2018,,32.71896044,35.07735221
עיספיא,מגרש כדורגל – 45X90 מ',מגרש כדורגל עירוני,חורשה מזרחית,,,מועצה מקומית,,1970,מורדוך סאבא,32.72163585,35.07475632
עיספיא,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש מקורה שכונים,שכונה מערבית,,,מועצה מקומית,04-8391501,2001,ראיק אבורוכן,32.72098608,35.05790344
עיספיא,מגרש ספורט משולב – 43X32 מ',מגרש משולב,,,,מועצה מקומית עיספיא,,2015,,32.71864452,35.07704332
עיספיא,מגרש ספורט במידות אחרות – לא תקני,מגרש משולב פתוח,,,,עיריית עיספיא,,,,32.73149987,35.05781156
עכו,אולם ספורט קטן – 20x10 מ',אייל,מזרח,הרב לופז,2,עיריית עכו רשות הספורט,04-9911402,2005,חנ'מ אייל,32.9261557,35.09124431
עכו,אולם ספורט בינוני – 32x19 מ',אל אמל,מרכז,העליה,2,עיריית עכו רשות הספורט,04-9911402,1968,יסודי אל אמל,32.92740059,35.07338763
עכו,אולם ספורט קטן – 20x10 מ',אמית קנדי,מזרח,בורלא,34,עיריית עכו רשות הספורט,04-9911402,1971,תיכון עמית קנדי,32.92795935,35.09156277
עכו,אצטדיון כדורגל – 105X70 מ',אצטדיון עירוני,,משמר הים אזור תעשיה עכו דרום,,עיריית עכו,049911402,2013,,32.90566454,35.08584036
עכו,מגרש כדורסל – 19X32 מ',אשכול,מזרח,אחד העם,1,עיריית עכו רשות הספורט,04-9911402,2008,יסודי אשכול,32.93724641,35.0913371
עכו,מגרש ספורט משולב – 43X32 מ',בן גוריון,מזרח,גרשון יוסף,445,עיריית עכו רשות הספורט,04-9911402,2009,,32.92129007,35.09509925
עכו,אולם ספורט קטן – 20x10 מ',ברכת ישראל,צפון,משה שרת,6,עיריית עכו רשות הספורט,04-9911402,2006,,32.93173424,35.07883425
עכו,מגרש ספורט משולב – 43X32 מ',גבעת התמרים,מזרח,שלום הגליל,20,עיריית עכו רשות הספורט,04-9911402,2005,,32.91560742,35.09275438
עכו,אולם ספורט בינוני – 32x19 מ',גורדון,מזרח,ילג,,עיריית עכו רשות הספורט,04-9911402,2003,יסודי גורדון,32.92606783,35.09381039
עכו,אולם ספורט גדול - 45X24 מ',דרסקי,צפון,סמטת אבות ובנים,2,עיריית עכו רשות הספורט,04-9911402,2005,תיכון דרסקי,32.93308193,35.07412771
עכו,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",דרסקי,צפון,סמטת אבות ובנים,2,עיריית עכו רשות הספורט,04-9911402,1973,תיכון דרסקי,32.93263209,35.07509068
עכו,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",דרסקי,צפון,סמטת אבות ובנים,2,עיריית עכו רשות הספורט,04-9911402,2009,דרסקי,32.93308193,35.07412771
עכו,אולם ספורט קטן – 20x10 מ',התומר,מרכז,יהושפט,22,עיריית עכו רשות הספורט,04-9911402,1970,יסודי התומר,32.92776524,35.07723611
עכו,אולם ספורט קטן – 15x24 מ',ויצמן,מרכז,העצמאות,12,עיריית עכו רשות הספורט,04-9911402,1970,יסודי ויצמן,32.92974269,35.07124578
עכו,מגרש כדורגל - לא תקני,חפיר,עתיקה,ההגנה,6,עיריית עכו רשות הספורט,04-9911402,2009,יסודיים /תיכון ערבי,32.92568262,35.06889975
עכו,מגרש כדורגל – 45X90 מ',מגרש אימונים הפועל עכו,,הספורט 1,,חברה הבלכלית,,,לא,32.91481554,35.09455133
עכו,מגרש טניס,מגרש טניס שדה,,הספורט 4,,עיריית עכו,054496772,2010,כן,32.91468417,35.09906273
עכו,מגרש ספורט משולב – 43X32 מ',מגרש רמב'ם,מזרח,יהודה הלוי,18,עיריית עכו רשות הספורט,04-9911402,1963,רמב'ם,32.92886294,35.09369999
עכו,מגרש ספורט משולב – 43X32 מ',מגרש שז'ר,צפון,האורן,4,עיריית עכו רשות הספורט,04-9911402,2009,שז'ר,32.93515996,35.07818785
עכו,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש שיכון 3 (אספלט),מזרח,קיבוץ גלויות,1א,עיריית עכו רשות הספורט,04-9911402,2003,,32.92407628,35.08525985
עכו,אולם ספורט גדול - 45X24 מ',עלייה שנייה,מזרח,בורלא,3,עיריית עכו רשות הספורט,04-9911402,1998,עלייה שנייה,32.93026705,35.09090762
עכו,מגרש מיני פיץ',פארק הנופלים,מזרח,העלייה,,עיריית עכו רשות הספורט,04-9911402,1963,,32.92750754,35.09049417
עכו,אולם ספורט בינוני – 32x19 מ',רוז,מזרח,בורלא,3,עיריית עכו רשות הספורט,04-9911402,1975,חטיבה רוז,32.93021295,35.09091838
עכו,אולם ספורט בינוני – 32x19 מ',רמב'ם,מזרח,יהודה הלוי,18,עיריית עכו רשות הספורט,04-9911402,2003,יסודי רמב'ם,32.92886294,35.09369999
עכו,אולם ספורט קטן – 20x10 מ',שז'ר,צפון,האורן,4,עיריית עכו רשות הספורט,04-9911402,1975,יסודי,32.93515996,35.07818785
עכו,מגרש מיני פיץ',שכונת בורלא,מזרח,בורלא,24,עיריית עכו רשות הספורט,04-9911402,2008,,32.93102388,35.09027582
עכו,מגרש ספורט משולב – 43X32 מ',שכונת החרמון,צפון,החרמון,5,עיריית עכו רשות הספורט,04-9911402,2006,,32.93506562,35.0741248
עכו,מגרש כדורסל – 19X32 מ',שכונת הכרם החדשה,צפון,מעלה הכרמים,,עיריית עכו רשות הספורט,04-9911402,2005,,32.94165479,35.0809589
עכו,מגרש מיני פיץ',שכונת ירושליים,צפון,ירושליים,4,עיריית עכו רשות הספורט,04-9911402,2009,,32.9327263,35.0790467
עמק הירדן,אולם ספורט בינוני – 32x19 מ',אולם בית ירח,,בית ירח,1,מועצה אזורית עמק הירדן,049122602,2017,בית ירח,32.70057326,35.57383362
עמק הירדן,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",איצטדיון אתלטיקה עמק הירדן,,,,מועצה,04-6757630,1993,,32.71430554,35.57405018
עמק הירדן,בריכת שחיה - 20X50 מ',אפיקים,,,,הקיבוץ,050-7525727,1955,אפיקי ירדן,32.68175035,35.57530215
עמק הירדן,בריכת שחיה - 25X12.5 מ',בית אייל,,,,עמותה פרטית,04-6757707,2000,,32.66297953,35.58044802
עמק הירדן,אולם ספורט קטן – 15x24 מ',בית איתמר,,,,מועצה,04-6757630,1955,אפיקי ירדן,32.68210977,35.57573013
עמק הירדן,אולם ספורט גדול - 45X24 מ',בית אלישבע,,,,מועצה,04-6757630,1958,,32.69834372,35.57462425
עמק הירדן,אולם ספורט גדול - 45X24 מ',בית בנדל,4,גפן,1,המועצה,04-6757630,1974,של עמק הירדן,32.70353348,35.58797668
עמק הירדן,אולם ספורט בינוני – 32x19 מ',גינוסר,,,,מועצה,04-6757630,1990,נופי ארבל,32.84465236,35.52214235
עמק הירדן,אולם ספורט קטן – 20x10 מ',דגניה,,,,מועצה,04-6757630,1975,בית חינוך,32.71015493,35.57499298
עמק הירדן,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,כדורעף חופים בית ירח,,,,מועצה אזורית עמק הירדן,04-827351,2017,בית ירח,32.70057326,35.57383362
עמק הירדן,מגרש טניס,מגרש טניס אפיקים,,,,הישוב,04-6652640,,,32.68238122,35.57541138
עמק הירדן,מגרש טניס,מגרש טניס אשדות יעקב,,,,הישוב,04-6652640,,,32.66333701,35.58151552
עמק הירדן,מגרש טניס,מגרש טניס דגניה א,,,,הישוב,04-6652640,,,32.70744828,35.57551505
עמק הירדן,מגרש טניס,מגרש טניס דגניה ב,,,,הישוב,04-6652640,,,32.69816683,35.57345046
עמק הירדן,מגרש טניס,מגרש טניס מסדה,,,,הישוב,04-6652640,,,32.68303606,35.59727195
עמק הירדן,מגרש כדורגל - לא תקני,מגרש כדורג נוה עובד,,,,הישוב,04-6652640,,,32.73974044,35.53948043
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב אלומות,,,,הישוב,04-6652640,,,32.70735447,35.54501197
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב אפיקים,,,,הישוב,04-6652640,,אפיקי ירדן,32.68166144,35.5748753
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב אשדות יעקב,,,,הישוב,04-6652640,,מול גלעד,32.65757317,35.57914627
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב דגניה א,,,,הישוב,04-6652640,,,32.70744828,35.57551505
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב כינרת,,,,הישוב,04-6652640,,כינרת,32.71253649,35.56220375
עמק הירדן,מגרש ספורט משולב – 43X32 מ',מגרש משולב נוה עובד,,,,הישוב,04-6652640,,,32.74244892,35.53821023
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב נוה עובד,,,,הישוב,04-6652640,,,32.74244892,35.53821023
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב פוריה כפר עבודה,,,,הישוב,04-6652640,,,32.72186999,35.54570715
